VP	TO	 ID obj.	ITyp	STyp	S	Zaèátek	Konec	VarPole	ÈZá	H	Var.pole uživatel.dat
01	S	20000737	1001	B007	1	01.11.2013	31.01.2024	T 30004784			T 30004784                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.11.2013	31.01.2024	T 30004785			T 30004785                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.11.2013	31.01.2024	T 30004786			T 30004786                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.11.2013	31.01.2024	T 30004787			T 30004787                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.11.2013	31.01.2024	T 30004788			T 30004788                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.11.2013	31.01.2024	T 30004789			T 30004789                                     000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.11.2013	31.01.2024	T 30004792			T 30004792                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.11.2013	31.01.2024	T 30004793			T 30004793                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.11.2013	31.01.2024	T 30004794			T 30004794                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.02.2024	31.12.9999	T 30004699			T 30004699                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.02.2024	31.12.9999	T 30004741			T 30004741                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.02.2024	31.12.9999	T 30004776			T 30004776                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000737	1001	B007	1	01.02.2024	31.12.9999	T 30004777			T 30004777                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.02.2024	31.12.9999	T 30004778			T 30004778                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.02.2024	31.12.9999	T 30004779			T 30004779                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.02.2024	31.12.9999	T 30004780			T 30004780                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.02.2024	31.12.9999	T 30004781			T 30004781                                     000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.02.2024	31.12.9999	T 30004782			T 30004782                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000737	1001	B007	1	01.02.2024	31.12.9999	T 30004786			T 30004786                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.02.2024	31.12.9999	T 30004787			T 30004787                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000737	1001	B007	1	01.02.2024	31.12.9999	T 30004788			T 30004788                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.02.2024	31.12.9999	T 30004789			T 30004789                                     000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.02.2024	31.12.9999	T 30004794			T 30004794                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.02.2024	31.12.9999	T 30042304			T 30042304                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.02.2024	31.12.9999	T 30042307			T 30042307                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000737	1001	B007	1	01.02.2024	31.12.9999	T 30042310			T 30042310                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004699			T 30004699                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004776			T 30004776                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004777			T 30004777                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004778			T 30004778                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004779			T 30004779                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004780			T 30004780                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004781			T 30004781                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004782			T 30004782                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004783			T 30004783                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004784			T 30004784                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004785			T 30004785                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004786			T 30004786                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004787			T 30004787                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004788			T 30004788                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004789			T 30004789                                     000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004790			T 30004790                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004791			T 30004791                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004793			T 30004793                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30004794			T 30004794                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.11.2013	31.01.2024	T 30033686			T 30033686                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30004699			T 30004699                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30004776			T 30004776                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30004777			T 30004777                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30004778			T 30004778                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30004779			T 30004779                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30004780			T 30004780                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30004781			T 30004781                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30004786			T 30004786                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30004787			T 30004787                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30004788			T 30004788                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30004789			T 30004789                                     000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30004790			T 30004790                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30004791			T 30004791                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30004794			T 30004794                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30033686			T 30033686                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30042304			T 30042304                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30042305			T 30042305                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30042307			T 30042307                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000831	1001	B007	1	01.02.2024	31.12.9999	T 30042310			T 30042310                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30003889			T 30003889                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30004699			T 30004699                                     #900114870000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30004741			T 30004741                                     #900114870000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30004776			T 30004776                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30004777			T 30004777                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30004778			T 30004778                                     #900114870000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30004779			T 30004779                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30004780			T 30004780                                     #900114870000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30004781			T 30004781                                     #900114870000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30004782			T 30004782                                     #900114870000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30004783			T 30004783                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30004784			T 30004784                                     #900114870000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30004785			T 30004785                                     #900114870000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30004786			T 30004786                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30004787			T 30004787                                     #900114870000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30004788			T 30004788                                     #900114870000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30004789			T 30004789                                     000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30004793			T 30004793                                     #900114870000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30004794			T 30004794                                     #900114870000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30013316			T 30013316                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000832	1001	B007	1	01.11.2013	30.11.2020	T 30014226			T 30014226                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000835	1001	B007	1	01.03.2014	31.01.2024	T 30004699			T 30004699                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.03.2014	31.01.2024	T 30004741			T 30004741                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.03.2014	31.01.2024	T 30004776			T 30004776                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.03.2014	31.01.2024	T 30004777			T 30004777                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.03.2014	31.01.2024	T 30004778			T 30004778                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.03.2014	31.01.2024	T 30004779			T 30004779                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.03.2014	31.01.2024	T 30004780			T 30004780                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.03.2014	31.01.2024	T 30004781			T 30004781                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.03.2014	31.01.2024	T 30004782			T 30004782                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.03.2014	31.01.2024	T 30004783			T 30004783                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.03.2014	31.01.2024	T 30004784			T 30004784                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.03.2014	31.01.2024	T 30004785			T 30004785                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.03.2014	31.01.2024	T 30004786			T 30004786                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.03.2014	31.01.2024	T 30004787			T 30004787                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.03.2014	31.01.2024	T 30004788			T 30004788                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.03.2014	31.01.2024	T 30004789			T 30004789                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.03.2014	31.01.2024	T 30004793			T 30004793                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.03.2014	31.01.2024	T 30004794			T 30004794                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.02.2024	31.12.9999	T 30004699			T 30004699                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.02.2024	31.12.9999	T 30004741			T 30004741                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.02.2024	31.12.9999	T 30004776			T 30004776                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000835	1001	B007	1	01.02.2024	31.12.9999	T 30004777			T 30004777                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.02.2024	31.12.9999	T 30004778			T 30004778                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.02.2024	31.12.9999	T 30004779			T 30004779                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.02.2024	31.12.9999	T 30004780			T 30004780                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.02.2024	31.12.9999	T 30004781			T 30004781                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.02.2024	31.12.9999	T 30004786			T 30004786                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.02.2024	31.12.9999	T 30004787			T 30004787                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000835	1001	B007	1	01.02.2024	31.12.9999	T 30004788			T 30004788                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.02.2024	31.12.9999	T 30004789			T 30004789                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.02.2024	31.12.9999	T 30004793			T 30004793                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000835	1001	B007	1	01.02.2024	31.12.9999	T 30004794			T 30004794                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.02.2024	31.12.9999	T 30042304			T 30042304                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.02.2024	31.12.9999	T 30042307			T 30042307                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000835	1001	B007	1	01.02.2024	31.12.9999	T 30042310			T 30042310                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000837	1001	B007	1	01.02.2019	31.12.9999	T 30000373			T 30000373                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000837	1001	B007	1	01.02.2019	31.12.9999	T 30000374			T 30000374                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000837	1001	B007	1	01.02.2019	31.12.9999	T 30000376			T 30000376                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000837	1001	B007	1	01.02.2019	31.12.9999	T 30000377			T 30000377                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000837	1001	B007	1	01.02.2019	31.12.9999	T 30000379			T 30000379                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000837	1001	B007	1	01.02.2019	31.12.9999	T 30000381			T 30000381                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000837	1001	B007	1	01.02.2019	31.12.9999	T 30000382			T 30000382                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000837	1001	B007	1	01.02.2019	31.12.9999	T 30000383			T 30000383                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000837	1001	B007	1	01.02.2019	31.12.9999	T 30003847			T 30003847                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000837	1001	B007	1	01.02.2019	31.12.9999	T 30020864			T 30020864                                     000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000837	1001	B007	1	01.02.2019	31.12.9999	T 30028152			T 30028152                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000837	1001	B007	1	01.02.2019	31.12.9999	T 30029120			T 30029120                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000837	1001	B007	1	01.02.2019	31.12.9999	T 30041842			T 30041842                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000837	1001	B007	1	01.02.2019	31.12.9999	T 30041844			T 30041844                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000837	1001	B007	1	01.02.2019	31.12.9999	T 30041846			T 30041846                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000838	1001	B007	1	01.10.2014	31.03.2018	T 30000414			T 30000414                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.10.2014	31.03.2018	T 30002019			T 30002019                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.10.2014	31.03.2018	T 30002021			T 30002021                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.10.2014	31.03.2018	T 30003835			T 30003835                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.10.2014	31.03.2018	T 30003840			T 30003840                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.10.2014	31.03.2018	T 30004779			T 30004779                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.10.2014	31.03.2018	T 30020864			T 30020864                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.10.2014	31.03.2018	T 30026614			T 30026614                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.10.2014	31.03.2018	T 30028092			T 30028092                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.10.2014	31.03.2018	T 30028144			T 30028144                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.10.2014	31.03.2018	T 30028367			T 30028367                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.10.2014	31.03.2018	T 30028368			T 30028368                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.10.2014	31.03.2018	T 30028370			T 30028370                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.10.2014	31.03.2018	T 30028372			T 30028372                                     000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.10.2014	31.03.2018	T 30028373			T 30028373                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.10.2014	31.03.2018	T 30028374			T 30028374                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.10.2014	31.03.2018	T 30028378			T 30028378                                     000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.10.2014	31.03.2018	T 30028379			T 30028379                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30000414			T 30000414                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30002019			T 30002019                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30002021			T 30002021                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30003835			T 30003835                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30003840			T 30003840                                     000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30004779			T 30004779                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30020864			T 30020864                                     000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30026614			T 30026614                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30028092			T 30028092                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30028144			T 30028144                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30028367			T 30028367                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30028368			T 30028368                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30028370			T 30028370                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30028372			T 30028372                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30028373			T 30028373                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30028374			T 30028374                                     000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30028378			T 30028378                                     000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30028379			T 30028379                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.04.2018	31.01.2024	T 30044945			T 30044945                                     #000000000000000000000000000000000000000000000000000000000000000000000000VARC
01	S	20000838	1001	B007	1	01.02.2024	31.12.9999	T 30000414			T 30000414                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.02.2024	31.12.9999	T 30002019			T 30002019                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.02.2024	31.12.9999	T 30002021			T 30002021                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.02.2024	31.12.9999	T 30002022			T 30002022                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.02.2024	31.12.9999	T 30003028			T 30003028                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.02.2024	31.12.9999	T 30003833			T 30003833                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.02.2024	31.12.9999	T 30003834			T 30003834                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.02.2024	31.12.9999	T 30003835			T 30003835                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.02.2024	31.12.9999	T 30003836			T 30003836                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.02.2024	31.12.9999	T 30003837			T 30003837                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.02.2024	31.12.9999	T 30003840			T 30003840                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
01	S	20000838	1001	B007	1	01.02.2024	31.12.9999	T 30003843			T 30003843                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.02.2024	31.12.9999	T 30003846			T 30003846                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.02.2024	31.12.9999	T 30003847			T 30003847                                     #000000000000000000000000000000000000000000000000000000000000000000000000VEPC
01	S	20000838	1001	B007	1	01.02.2024	31.12.9999	T 30004779			T 30004779                                     #000000000000000000000000000000000000000000000000000000000000000000000000HLPC
